codAuto;Identificação;Elemento;km;Latitude1;Longitude1;Latitude2;Longitude2;Trecho KM;KmFinal;Estado;Rodovia;Sentido;CorteAterro;Material;Comprimento;Largura;Altura;Forma;Ambiente;Tipo;Ok;Reparar;ExtensaoReparar;Limpeza;ExtensaoLimpeza;EstadoConservacao;Observacao;funcionario;dataEnvio;Lote;Foto1_Fichas;Foto2_Fichas;Segmento;Avaliado;Sincronizado
2615;DA MG 135 614+640 C 2;Descida Dágua;614+640;-18,7053039026064;-44,4404963358839;-;-;614;;MG;BR-135;Canteiro Central;Corte;Concreto;3;0,5;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;26;;
2616;DA MG 135 614+640 C 1;Descida Dágua;614+640;-18,7052197954922;-44,4405148097541;-;-;614;;MG;BR-135;Canteiro Central;Corte;Concreto;3;0,45;0,2;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;26;;
2614;MF MG 135 614+690 N 1;Meio Fio;614+690;-18,7056257313176;-44,440563617923;-18,7049384498833;-44,440254959686;614;614+610;MG;BR-135;Norte;Corte;Concreto;160;0,3;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2538;MF MG 135 614+840 S 1;Meio Fio;614+840;-18,7073470191917;-44,4415121013411;-18,7085568981364;-44,4420933017465;614;615+000;MG;BR-135;Sul;Aterro;Concreto;160;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2540;VA MG 135 614+840 S 1;Valeta/Vala;614+840;-18,7072265401367;-44,4415822537989;-18,7084445726634;-44,4419891923645;614;615+000;MG;BR-135;Sul;Aterro;Concreto;142;1,5x2,75;0,4;TRAPEZOIDAL;Rural;VPA;;;;;;;;;;BR-135;;;26;;
2612;SJ MG 135 614+890 N 1;Sarjeta;614+890;-18,7068447127563;-44,4411504928297;-18,7050776948106;-44,4394979187213;614;614+630;MG;BR-135;Norte;Aterro;Concreto;260;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
3551;DA MG 135 614+900 S 1;Descida Dágua;614+900;-18,7077214134007;-44,4416568752287;-;-;614;;MG;BR-135;Sul;Aterro;Concreto;10;1;0,4;RETANGULAR;Rural;DAR17L;;;;;;;;;;BR-135;;;26;;
2539;DA MG 135 614+970 S 1;Descida Dágua;614+970;-18,7081273724849;-44,4418222951995;-;-;614;;MG;BR-135;Sul;Aterro;Concreto;5;0,7x1,35;0,15;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;26;;
3703;DA MG 135 614+500 C 1;Descida Dágua;614+500;-18,704211;-44,440023;;;614;;MG;BR-135;CANTEIRO CENTRAL;Aterro;CONCRETO;3;0,8;0,15;RETANGULAR;RURAL;;;;;;;;;;;BR-135;;;26;;
2541;MF MG 135 615+060 S 1;Meio Fio;615+060;-18,7086563435277;-44,4420290590295;-18,7094327773907;-44,4423738070899;615;615+150;MG;BR-135;Sul;Corte;Concreto;180;0,2;0,4;S/SARJETA;Rural;MFC09L;;;;;;;;;;BR-135;;;26;;
2543;MF MG 135 615+150 S 1;Meio Fio;615+150;-18,7093633603464;-44,4425838046977;-18,7102643345901;-44,4426344711992;615;615+240;MG;BR-135;Sul;Aterro;Concreto;90;0,2;0,5;S/SARJETA;Rural;MFC09L;;;;;;;;;;BR-135;;;26;;
2542;MF MG 135 615+160 S 1;Meio Fio;615+160;-18,7095202349837;-44,4424527913432;-18,7098140754626;-44,4425015723103;615;615+200;MG;BR-135;Sul;Aterro;Concreto;80;0,2;0,4;S/SARJETA;Rural;MFC09L;;;;;;;;;;BR-135;;;26;;
2544;SJ MG 135 615+620 S 1;Sarjeta;615+620;-18,7130348430621;-44,4426850949616;-18,7143798482489;-44,4426211054896;615;615+760;MG;BR-135;Sul;Aterro;Concreto;140;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2545;DA MG 135 615+710 S 1;Descida Dágua;615+710;-18,7137957534278;-44,4426946241064;-;-;615;;MG;BR-135;Sul;Aterro;Concreto;2;0,7x0,4;0,35;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;26;;
2546;DA MG 135 615+760 S 1;Descida Dágua;615+760;-18,7143993095077;-44,4426364868266;-;-;615;;MG;BR-135;Sul;Aterro;Concreto;3;1,1;0,35;TRIANGULAR;Rural;DRT04L;;;;;;;;;;BR-135;;;26;;
2547;SJ MG 135 615+900 S 1;Sarjeta;615+900;-18,7161694274549;-44,4424831930525;-18,7217910944556;-44,442036547717;615;616+520;MG;BR-135;Sul;Aterro;Concreto;620;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2548;DA MG 135 616+000 S 1;Descida Dágua;616+000;-18,7173499289911;-44,4424030489122;-;-;616;;MG;BR-135;Sul;Aterro;Concreto;2;0,8x1,4;0,3;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;26;;
2549;DA MG 135 616+120 S 1;Descida Dágua;616+120;-18,7185822638221;-44,442269932406;-;-;616;;MG;BR-135;Sul;Aterro;Concreto;6;1,2x1,78;0,4;TRAPEZOIDAL;Rural;DRZ04L;;;;;;;;;;BR-135;;;26;;
2550;DA MG 135 616+230 S 1;Descida Dágua;616+230;-18,7194516554736;-44,4422041604107;-;-;616;;MG;BR-135;Sul;Aterro;Concreto;4;1;0,35;TRIANGULAR;Rural;DRT03L;;;;;;;;;;BR-135;;;26;;
2551;DA MG 135 616+320 S 1;Descida Dágua;616+320;-18,7204836912379;-44,4420945248072;-;-;616;;MG;BR-135;Sul;Aterro;Concreto;2;0,8;0,4;TRIANGULAR;Rural;DRT03L;;;;;;;;;;BR-135;;;26;;
2552;DA MG 135 616+520 S 1;Descida Dágua;616+520;-18,7217039938241;-44,4420091056503;-;-;616;;MG;BR-135;Sul;Aterro;Concreto;3;1,2;0,3;TRIANGULAR;Rural;DRT04L;;;;;;;;;;BR-135;;;26;;
2553;SJ MG 135 616+600 S 1;Sarjeta;616+600;-18,7224445752229;-44,4419138882428;-18,7255418073955;-44,4420841710028;616;616+940;MG;BR-135;Sul;Aterro;Concreto;340;1,2;0,4;TRIANGULAR;Rural;STC01;;;;;;;;;;BR-135;;;26;;
2554;DA MG 135 616+940 S 1;Descida Dágua;616+940;-18,7254852379887;-44,4420706957117;-;-;616;;MG;BR-135;Sul;Aterro;Concreto;5;0,5;0,35;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;26;;
2610;DA MG 135 616+970 N 1;Descida Dágua;616+970;-18,7257612081621;-44,4419809414278;-;-;616;;MG;BR-135;Norte;Corte;Concreto;3;0,7;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2611;SJ MG 135 616+970 N 1;Sarjeta;616+970;-18,7257134854218;-44,4419853786367;-18,7229745659728;-44,4418192127724;616;616+670;MG;BR-135;Norte;Corte;Concreto;300;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2609;DA MG 135 617+030 N 1;Descida Dágua;617+030;-18,7264617638794;-44,4420641544691;-;-;617;;MG;BR-135;Norte;Corte;Concreto;4;0,8;0,4;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2555;DA MG 135 617+060 S 1;Descida Dágua;617+060;-18,7267736306406;-44,4422218100071;-;-;617;;MG;BR-135;Sul;Aterro;Concreto;5;1;0,3;RETANGULAR;Rural;DAR07L;;;;;;;;;;BR-135;;;26;;
2556;SJ MG 135 617+060 S 1;Sarjeta;617+060;-18,7267388688346;-44,4421642801867;-18,7278391047687;-44,4422636686673;617;617+180;MG;BR-135;Sul;Aterro;Concreto;120;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2608;SJ MG 135 617+250 N 1;Sarjeta;617+250;-18,7284467911335;-44,4422773022887;-18,7264002199228;-44,4420617087158;617;617+030;MG;BR-135;Norte;Aterro;Concreto;220;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2557;SJ MG 135 617+500 S 1;Sarjeta;617+500;-18,7305385961885;-44,4425358382204;-18,7334646937219;-44,4428393223316;617;617+820;MG;BR-135;Sul;Aterro;Concreto;320;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2504;DA MG 135 617+820 S 1;Descida Dágua;617+820;-18,7334646937219;-44,4428393223316;-;-;617;;MG;BR-135;Sul;Aterro;Concreto;4;0,8;0,25;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2607;SJ MG 135 617+860 N 1;Sarjeta;617+860;-18,7346106524616;-44,4428600144101;-18,7294558317207;-44,4423483223491;617;617+300;MG;BR-135;Norte;Corte;Concreto;560;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2558;MF MG 135 618+220 S 1;Meio Fio;618+220;-18,737921597179;-44,4432746645599;-18,7389680190457;-44,4433786867376;618;618+330;MG;BR-135;Sul;Corte;Concreto;110;0,35;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2559;DA MG 135 618+330 S 1;Descida Dágua;618+330;-18,7389432125231;-44,4433619626908;-;-;618;;MG;BR-135;Sul;Corte;Concreto;15;0,7;0,15;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2605;MF MG 135 618+400 N 1;Meio Fio;618+400;-18,7389756954154;-44,4432790260928;-18,7378675078115;-44,4431864213464;618;618+280;MG;BR-135;Norte;Corte;Concreto;120;0,35;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2606;DA MG 135 618+400 N 1;Descida Dágua;618+400;-18,7389901016455;-44,4432722370454;-;-;618;;MG;BR-135;Norte;Corte;Concreto;8;0,8;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2560;MF MG 135 618+400 S 1;Meio Fio;618+400;-18,7393288664451;-44,4434442558658;-18,7395132735917;-44,4434289485198;618;618+430;MG;BR-135;Sul;Corte;Concreto;30;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2561;DA MG 135 618+400 S 1;Descida Dágua;618+400;-18,7393495076341;-44,4434159322533;-;-;618;;MG;BR-135;Sul;Corte;Concreto;15;0,5;0,15;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;26;;
2604;DA MG 135 618+430 N 1;Descida Dágua;618+430;-18,7394330700728;-44,4433523057327;-;-;618;;MG;BR-135;Norte;Corte;Concreto;20;0,8;0,3;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2603;MF MG 135 618+810 N 1;Meio Fio;618+810;-18,7426726977833;-44,4441358931852;-18,739322357719;-44,4433325773413;618;618+430;MG;BR-135;Norte;Aterro;Concreto;380;0,3;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2562;SJ MG 135 618+850 S 1;Sarjeta;618+850;-18,7428422170738;-44,4444070371325;-18,7433437252042;-44,4446147437351;618;618+910;MG;BR-135;Sul;Corte;Concreto;60;1;0,45;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2563;DA MG 135 618+910 S 1;Descida Dágua;618+910;-18,7433532456204;-44,444610366121;-;-;618;;MG;BR-135;Sul;Aterro;Concreto;3;1,4x2,45;0,35;TRAPEZOIDAL;Rural;DRZ08L;;;;;;;;;;BR-135;;;26;;
2564;SJ MG 135 618+910 S 1;Sarjeta;618+910;-18,7433427221383;-44,4446052189991;-18,7438560898862;-44,4448153559767;618;618+970;MG;BR-135;Sul;Aterro;Concreto;60;1;0,35;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2602;SJ MG 135 618+930 N 1;Sarjeta;618+930;-18,7438874592632;-44,4447018947941;-18,743366982417;-44,4445288483026;618;618+870;MG;BR-135;Norte;Aterro;Concreto;60;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2565;SJ MG 135 618+970 S 1;Sarjeta;618+970;-18,7438392131753;-44,444785562096;-18,7443377292503;-44,4450017084097;618;619+025;MG;BR-135;Sul;Corte;Concreto;55;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
3709;MF MG 135 618+870 N 1;Meio Fio;618+870;-18,743367;-44,444529;-18,743164;-44,444254;618;-;MG;BR-135;NORTE;Aterro;CONCRETO;40;0,2;0,1;RETANGULAR;RURAL;MFC05;;;;;;;;;;BR-135;;;26;;
2699;SJ MG 135 619+010 N 1;Sarjeta;619+010;-18,7444459656942;-44,4449298320614;-18,743870304365;-44,4446953193262;619;618+950;MG;BR-135;Norte;Corte;Concreto;60;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2566;DA MG 135 619+025 S 1;Descida Dágua;619+025;-18,7443437185393;-44,4449769224772;-;-;619;;MG;BR-135;Sul;Corte;Concreto;4;0,8;0,2;RETANGULAR;Rural;DCD04;;;;;;;;;;BR-135;;;26;;
2567;SJ MG 135 619+025 S 1;Sarjeta;619+025;-18,7443736199348;-44,4450165221512;-18,7453378372823;-44,4453805210061;619;619+140;MG;BR-135;Sul;Corte;Concreto;115;1,2;0,4;TRIANGULAR;Rural;STC01;;;;;;;;;;BR-135;;;26;;
2698;SJ MG 135 619+060 N 1;Sarjeta;619+060;-18,7449371876474;-44,4450776038646;-18,7443930257645;-44,4448896454585;619;619+010;MG;BR-135;Norte;Corte;Concreto;50;1;0,45;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2501;DA MG 135 619+140 S 1;Descida Dágua;619+140;-18,7469125402736;-44,4474912044074;-;-;619;;MG;BR-135;Sul;Aterro;Concreto;4;0,5;0,25;CIRCULAR;Urbano;DAR01;;;;;;;;;;BR-135;;;26;;
2502;MF MG 135 619+140 S 1;Meio Fio;619+140;-18,7469676998932;-44,4474751563118;-18,7470928690715;-44,4468307038816;619;619+210;MG;BR-135;Sul;Aterro;Concreto;70;0,1;0,15;S/SARJETA;Urbano;MFC05;;;;;;;;;;BR-135;;;26;;
2568;SJ MG 135 619+140 S 1;Sarjeta;619+140;-18,7454785967633;-44,4454665202646;-18,7469227465908;-44,4476437083236;619;619+290;MG;BR-135;Sul;Corte;Concreto;350;1;0,45;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2569;DA MG 135 619+160 S 1;Descida Dágua;619+160;-18,7456181791602;-44,4455088939771;-;-;619;;MG;BR-135;Sul;Corte;Concreto;15;0,9;0,3;RETANGULAR;Rural;DCD07L;;;;;;;;;;BR-135;;;26;;
2570;SJ MG 135 619+170 S 1;Sarjeta;619+170;-18,7458199794066;-44,4455298824633;-18,7464243237742;-44,445795346569;619;619+220;MG;BR-135;Sul;Aterro;Concreto;50;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2575;MF MG 135 619+190 S 1;Meio Fio;619+190;-18,7462022484074;-44,4463880154178;-18,7470825049697;-44,4468491642756;619;619+300;MG;BR-135;Sul;Corte;Concreto;120;0,2;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2582;SJ MG 135 619+190 S 1;Sarjeta;619+190;-18,7462022484074;-44,4463880154178;-18,7464138137792;-44,4458218539438;619;619+200;MG;BR-135;Sul;Corte;Concreto;70;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2579;MF MG 135 619+200 S 2;Meio Fio;619+200;-18,7471496274571;-44,4461942059574;-18,7464134107607;-44,4467770503806;619;619+290;MG;BR-135;Sul;Corte;Concreto;200;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2581;SJ MG 135 619+200 S 1;Sarjeta;619+200;-18,746475463924;-44,4469029060047;-18,7466083814017;-44,4458814877556;619;619+230;MG;BR-135;Sul;Corte;Concreto;103;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2697;SJ MG 135 619+210 N 1;Sarjeta;619+210;-18,7462166572355;-44,4450678019943;-18,7449182184209;-44,4450653669193;619;619+060;MG;BR-135;Norte;Corte;Concreto;150;0,8;0,35;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;26;;
2571;SJ MG 135 619+210 S 1;Sarjeta;619+210;-18,7458626650838;-44,4455613266083;-18,7466485120881;-44,4470955994473;619;619+250;MG;BR-135;Sul;Corte;Concreto;190;1,1;0,45;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2583;SJ MG 135 619+230 S 1;Sarjeta;619+230;-18,7465895662966;-44,4458989122661;-18,7478620920027;-44,4463327749373;619;619+370;MG;BR-135;Sul;Corte;Concreto;140;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2584;DA MG 135 619+240 S 1;Descida Dágua;619+240;-18,7467185535359;-44,4459054226441;-;-;619;;MG;BR-135;Sul;Corte;Concreto;20;0,8;0,5;RETANGULAR;Rural;DCD04;;;;;;;;;;BR-135;;;26;;
2572;MF MG 135 619+250 S 1;Meio Fio;619+250;-18,7466574346029;-44,4471072161519;-18,7469567500283;-44,447464207755;619;619+300;MG;BR-135;Sul;Corte;Concreto;120;0,3;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2695;SJ MG 135 619+280 N 2;Sarjeta;619+280;-18,7464666970712;-44,4456483290928;-18,7458349274924;-44,4454443821842;619;619+210;MG;BR-135;Norte;Corte;Concreto;70;0,8;0,45;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;26;;
2696;SJ MG 135 619+280 N 1;Sarjeta;619+280;-18,7464666970712;-44,4456483290928;-18,7463945774337;-44,4455140909758;619;619+280;MG;BR-135;Norte;Corte;Concreto;20;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2692;MF MG 135 619+290 N 1;Meio Fio;619+290;-18,7469701299861;-44,4448710359578;-18,747227284606;-44,4457162506806;619;619+280;MG;BR-135;Norte;Corte;Concreto;89;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2694;SJ MG 135 619+290 N 1;Sarjeta;619+290;-18,7465059536794;-44,4455869696501;-18,7469514615716;-44,444883107373;619;619+290;MG;BR-135;Norte;Corte;Concreto;89;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2580;DA MG 135 619+290 S 1;Descida Dágua;619+290;-18,7471500915746;-44,4462315805037;-;-;619;;MG;BR-135;Sul;Corte;Concreto;5;0,7;0,2;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2689;MF MG 135 619+300 N 1;Meio Fio;619+300;-18,7474842383152;-44,4444279884834;-18,7473340977658;-44,4452637675628;619;619+300;MG;BR-135;Norte;Corte;Concreto;587;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2503;MF MG 135 619+310 S 3;Meio Fio;619+310;-18,7470305331412;-44,4477424326306;-18,7471596844027;-44,4467421562182;619;619+310;MG;BR-135;Sul;Corte;Concreto;97;0,1;0,15;S/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2576;MF MG 135 619+310 S 2;Meio Fio;619+310;-18,748036687357;-44,446358871494;-18,7471470699376;-44,4467554635533;619;619+400;MG;BR-135;Sul;Corte;Concreto;130;0,2;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2573;MF MG 135 619+310 S 1;Meio Fio;619+310;-18,7470104263291;-44,4477438436511;-18,7474747305149;-44,4473725884055;619;619+360;MG;BR-135;Sul;Corte;Concreto;70;0,25;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2690;MF MG 135 619+320 N 1;Meio Fio;619+320;-18,7473305834375;-44,4458903371897;-18,7474083631547;-44,4455747740553;619;619+320;MG;BR-135;Norte;Corte;Concreto;29;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2577;DA MG 135 619+320 S 1;Descida Dágua;619+320;-18,7472638879014;-44,4463724103143;-;-;619;;MG;BR-135;Sul;Corte;Concreto;12;0,7;0,35;RETANGULAR;Rural;DAR06L;;;;;;;;;;BR-135;;;26;;
2574;SJ MG 135 619+320 S 1;Sarjeta;619+320;-18,7470311369241;-44,4478178047692;-18,7485693813269;-44,4467459064973;619;619+480;MG;BR-135;Sul;Corte;Concreto;208;1;0,45;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2578;MF MG 135 619+320 S 1;Meio Fio;619+320;-18,7473708802896;-44,4470735408044;-18,7472689475014;-44,4462032264746;619;619+340;MG;BR-135;Sul;Corte;Concreto;78;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2585;DA MG 135 619+330 S 1;Descida Dágua;619+330;-18,7473931253653;-44,4461391655453;-;-;619;;MG;BR-135;Sul;Corte;Concreto;20;0,8;0,5;RETANGULAR;Rural;DCD04;;;;;;;;;;BR-135;;;26;;
2586;SJ MG 135 619+340 S 1;Sarjeta;619+340;-18,7478673072963;-44,4463831142606;-18,7473176699504;-44,4470807063784;619;619+380;MG;BR-135;Sul;Corte;Concreto;180;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2691;SJ MG 135 619+350 N 2;Sarjeta;619+350;-18,7473944463154;-44,4455357806812;-18,7478376090106;-44,4461275294014;619;619+320;MG;BR-135;Norte;Corte;Concreto;100;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2693;SJ MG 135 619+350 N 1;Sarjeta;619+350;-18,7478322710498;-44,4461335241312;-18,7465059536794;-44,4455869696501;619;619+290;MG;BR-135;Norte;Corte;Concreto;160;0,6;0,4;TRIANGULAR;Rural;STC05L;;;;;;;;;;BR-135;;;26;;
2591;SJ MG 135 619+360 S 1;Sarjeta;619+360;-18,7474369980913;-44,4474113806773;-18,7486299514016;-44,4466585235599;619;619+480;MG;BR-135;Sul;Corte;Concreto;152;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2587;DA MG 135 619+380 S 2;Descida Dágua;619+380;-18,7478352169951;-44,4463009212142;-;-;619;;MG;BR-135;Sul;Corte;Concreto;5;1x1,95;0,4;TRAPEZOIDAL;Rural;DRZ03L;;;;;;;;;;BR-135;;;26;;
2588;DA MG 135 619+380 S 1;Descida Dágua;619+380;-18,7478372479272;-44,4463343379022;-;-;619;;MG;BR-135;Sul;Corte;Concreto;15;1;0,4;RETANGULAR;Rural;DCD08L;;;;;;;;;;BR-135;;;26;;
2589;MF MG 135 619+400 S 1;Meio Fio;619+400;-18,7480851570033;-44,4463964783436;-18,7487114028863;-44,4466560659216;619;619+480;MG;BR-135;Sul;Corte;Concreto;80;0,25;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2687;MF MG 135 619+430 N 1;Meio Fio;619+430;-18,7485375099715;-44,4464344956369;-18,7475302567312;-44,4445685170592;619;619+310;MG;BR-135;Norte;Corte;Concreto;603;0,3;0,2;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2688;SJ MG 135 619+430 N 1;Sarjeta;619+430;-18,7485019445726;-44,4464353005684;-18,7478063937904;-44,4461911078375;619;619+350;MG;BR-135;Norte;Corte;Concreto;80;0,8;0,4;TRIANGULAR;Rural;STC03;;;;;;;;;;BR-135;;;26;;
2686;MF MG 135 619+440 N 1;Meio Fio;619+440;-18,7485532335271;-44,4462633226991;-18,747570125983;-44,4445736694012;619;619+320;MG;BR-135;Norte;Corte;Concreto;220;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;26;;
2590;DA MG 135 619+470 S 1;Descida Dágua;619+470;-18,7483325249874;-44,4469386295915;-;-;619;;MG;BR-135;Sul;Corte;Concreto;15;0,8;0,3;RETANGULAR;Rural;DCD04;;;;;;;;;;BR-135;;;26;;
3588;DI MG 135 619+470 S 1;Dissipador;619+470;-18,7484066101613;-44,4469254499795;-;-;619;;MG;BR-135;Sul;Corte;Concreto;1,5;0,8;0,2;RETANGULAR;Rural;DED;;;;;;;;;;BR-135;;;26;;
2593;SJ MG 135 619+475 S 1;Sarjeta;619+475;-18,7485899756966;-44,4467299893257;-18,7494926114392;-44,4469170931997;619;619+580;MG;BR-135;Sul;Corte;Concreto;105;1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
2592;DA MG 135 619+480 S 1;Descida Dágua;619+480;-18,7486264799511;-44,4466491483382;-;-;619;;MG;BR-135;Sul;Corte;Concreto;4;0,4;0,35;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;26;;
2594;DA MG 135 619+500 S 1;Descida Dágua;619+500;-18,7488416710506;-44,4466892145661;-;-;619;;MG;BR-135;Sul;Corte;Concreto;12;1;0,45;RETANGULAR;Rural;DCD08L;;;;;;;;;;BR-135;;;26;;
2595;DA MG 135 619+580 S 1;Descida Dágua;619+580;-18,7495039811813;-44,4468704940489;-;-;619;;MG;BR-135;Sul;Corte;Concreto;5;1;0,25;RETANGULAR;Rural;DCD07L;;;;;;;;;;BR-135;;;26;;
2596;SJ MG 135 619+580 S 1;Sarjeta;619+580;-18,7525644462486;-44,4480087183698;-18,7495039811813;-44,4468704940489;619;619+960;MG;BR-135;Sul;Corte;Concreto;380;1,1;0,4;TRIANGULAR;Rural;STC02;;;;;;;;;;BR-135;;;26;;
3550;DA MG 135 619+960 S 1;Descida Dágua;619+960;-18,7525435759163;-44,4479821727632;-;-;619;;MG;BR-135;Sul;Aterro;Concreto;10;1,1;0,4;TRIANGULAR;Rural;DRT07L;;;;;;;;;;BR-135;;;26;;
2684;DA MG 135 619+960 N 1;Descida Dágua;619+960;-18,7524224480731;-44,4478367147088;-;-;619;;MG;BR-135;Norte;Aterro;Concreto;3;1,1;0,4;TRIANGULAR;Rural;DRT04L;;;;;;;;;;BR-135;;;26;;
2685;SJ MG 135 619+960 N 1;Sarjeta;619+960;-18,7524317723447;-44,4478417938734;-18,7485639557543;-44,4463119868181;619;619+510;MG;BR-135;Norte;Aterro;Concreto;450;1;0,45;TRIANGULAR;Rural;STC01;;;;;;;;;;BR-135;;;26;;
3708;MF MG 135 619+280 N 1;Meio Fio;619+280;-18,7474;-44,444343;-18,746133;-44,445088;619;619+210;MG;BR-135;NORTE;Aterro;CONCRETO;200;0,3;0,15;RETANGULAR;URBANO;MFC05;;;;;;;;;;BR-135;;;26;;
3706;MF MG 135 619+310 N 1;Meio Fio;619+310;-18,747569;-44,444505;-;-;619;-;MG;BR-135;NORTE;Aterro;CONCRETO;;0,3;0,15;RETANGULAR;RURAL;MFC05;;;;;;;;;;BR-135;;;26;;
3705;MF MG 135 619+300 N 2;Meio Fio;619+300;-18,747484;-44,444428;-18747334;-44445264;619;619+300;MG;BR-135;NORTE;Aterro;CONCRETO;587;0,3;0,15;RETANGULAR;RURAL;MFC05;;;;;;;;;;BR-135;;;26;;
2597;MF MG 135 620+050 S 1;Meio Fio;620+050;-18,75306047;-44,44821401;-18,7543378;-44,44868748;620;620+200;MG;BR-135;Sul;Aterro;Concreto;150;0,3;0,15;C/SARJETA;Rural;MFC05;;;;;;;;;;BR-135;;;27;;
2598;DA MG 135 620+100 S 1;Descida Dágua;620+100;-18,75354853;-44,44837966;-;-;620;;MG;BR-135;Sul;Aterro;Concreto;5;0,5;0,15;RETANGULAR;Rural;DAR03;;;;;;;;;;BR-135;;;27;;
